category,business_name,city,address,phone_primary,phones_all,fax,website,emails,email_primary,linkedin,facebook,instagram,twitter,rating,review_count,latitude,longitude,yello_url,enrich_status
doctors-and-clinics,Canadian Specialist Hospital - Deira,Dubai,"Street 1 - Street 24 Junction, Hor Al Anz East",+971 4 707 2222,+971 4 707 2222,+971 4 707 3333,,,,,,,,,,,,https://www.yello.ae/company/342369/canadian-specialist-hospital-deira,no_website
doctors-and-clinics,Capital Trading and Marketing,,"Opposite Labour Office, New Shabia Road, Umm Al Quwain, P.O. Box: 1715",+971 6 766 0932,+971 6 766 0932,+971 6 766 7080,,,,,,,,,,,,https://www.yello.ae/company/318791/capital-trading-and-marketing,no_website
doctors-and-clinics,Cardiologist Dubai,Dubai,sharjah Industrial Area,+971 58 812 4402,+971 58 812 4402,,http://cardiologistdubai.com/en.html,,,,,,,,,25.2485775591475,55.2840828895569,https://www.yello.ae/company/358239/cardiologist-dubai,dns_dead
doctors-and-clinics,Care Well Medical Centre,Abu Dhabi,"Abu Dhabi, United Arab Emirates",+971 2 672 8966,+971 2 672 8966,+971 2 677 5826,,,,,,,,,,,,https://www.yello.ae/company/18349/care-well-medical-centre,no_website
doctors-and-clinics,Care Well Medical Centre - LLC,Abu Dhabi,44562,6728966,6728966,6775826,,,,,,,,,,,,https://www.yello.ae/company/30285/care-well-medical-centre-l-l-c,no_website
doctors-and-clinics,Care Well Modern Medical Centre,Dubai,P.O Box 44562,+971 6728966,+971 6728966,+971 6775826,,,,,,,,,,,,https://www.yello.ae/company/267865/care-well-modern-medical-centre,no_website
doctors-and-clinics,Cedars - DIP Clinic,,"Dubai Investment Park, Jebel Ali",+971 4 885 4457,+971 4 885 4457,+971 4 885 2457,,,,,,,,,,,,https://www.yello.ae/company/18350/cedars-dip-clinic,no_website
doctors-and-clinics,Cells4Life Middle East,Dubai,"Building no 24, Al Riyadh St, Dubai Health care city - Dubai",+971 4 311 6613,+971 4 311 6613,,https://www.medcells.ae/,,,,,,,,,25.233073,55.326076,https://www.yello.ae/company/371357/cells4life-middle-east,dns_dead
doctors-and-clinics,Central Clinic,Abu Dhabi,Hamdan Street,+971 2 632 3497,+971 2 632 3497,+971 2 632 2267,,,,,,,,,,,,https://www.yello.ae/company/18352/central-clinic,no_website
doctors-and-clinics,Central Poly Clinic,Dubai,,+971 4 228 0009,+971 4 228 0009,+971 4 228 8231,,,,,,,,,,,,https://www.yello.ae/company/153102/central-poly-clinic,no_website
doctors-and-clinics,Central Polyclinic,Dubai,"Al Ghurair City, Al Rigga Road,Al Muraqabat",+971 4 228 0009,+971 4 228 0009,+971 4 228 8231,,,,,,,,,,25.2682,55.3176,https://www.yello.ae/company/18354/central-polyclinic,no_website
doctors-and-clinics,Central Private Hospital,Sharjah,"Sheikh Zayed Road, Maysaloon",+971 6 563 6308,+971 6 563 6308,+971 6 563 2900,http://www.centralprivatehospital.ae/,,,,,,,,,25.3611,55.3983,https://www.yello.ae/company/17650/central-private-hospital,dns_dead
doctors-and-clinics,Central Pvt Hospital,Sharjah,,+971 6 563 9900,+971 6 563 9900,+971 6 563 9900,,,,,,,,,,,,https://www.yello.ae/company/153810/central-pvt-hospital,no_website
doctors-and-clinics,Chandwani Leela Clinic,Dubai,"Sheikha Latifa Building, Apt 10, ,Al Fahidi St, Bur Dubai",+971 4 353 1055,+971 4 353 1055,+971 4 333 8313,,,,,,,,,,,,https://www.yello.ae/company/18355/chandwani-leela-clinic,no_website
doctors-and-clinics,Charly Polyclinic,Dubai,"Trade Centre Road, Al Karama 2",+971 4 337 9191,+971 4 337 9191,+971 4 337 6626,http://www.charlypolyclinic.com/,,,,,,,,,25.24,55.2965,https://www.yello.ae/company/18356/charly-polyclinic,dns_dead
doctors-and-clinics,Child Early Intervention Medical Center,Dubai,"Al Razi Building, Block B, Suite 2010, Dubai Health Care City, P.O. Box 505122, Dubai, UAE.",+971 4 423 3667,+971 4 423 3667,+971 4 429 8474,https://sawe138.org/,,,,,,,,,25.2335890159559,55.3178519010544,https://www.yello.ae/company/347708/child-early-intervention-medical-center,no_email_found
doctors-and-clinics,"Chinese Clinic, The",Sharjah,,+971 6 568 5466,+971 6 568 5466,+971 6 568 4168,,,,,,,,,,,,https://www.yello.ae/company/153734/chinese-clinic-the,no_website
doctors-and-clinics,Chinese Medical Centre,Dubai,"Al Khaleej Road, Abu Hail",+971 4 269 6922,+971 4 269 6922,+971 4 269 6927,,,,,,,,,,25.2877,55.3231,https://www.yello.ae/company/18358/chinese-medical-centre,no_website
doctors-and-clinics,Chinese Medical Centre - Abu Dhabi,Abu Dhabi,"Hameed Centre, Electra Street",+971 2 621 3518,+971 2 621 3518,+971 2 635 2657,,,,,,,,,,,,https://www.yello.ae/company/18359/chinese-medical-centre-abu-dhabi,no_website
doctors-and-clinics,Chinese Medical Centre W L L,Dubai,P.O Box 796,+971 6213518,+971 6213518,+971 6352657,,,,,,,,,,,,https://www.yello.ae/company/267959/chinese-medical-centre-w-l-l,no_website
doctors-and-clinics,Chinese Natural Medical Herbs Center,Dubai,,+971 4 227 3857,+971 4 227 3857,+971 4 223 4688,,,,,,,,,,,,https://www.yello.ae/company/153743/chinese-natural-medical-herbs-center,no_website
doctors-and-clinics,Chinese Natural Medical Herbs Centre,Dubai,Al Musalla Road,+971 4 227 3857,+971 4 227 3857,+971 4 229 8822,,,,,,,,,,,,https://www.yello.ae/company/18360/chinese-natural-medical-herbs-centre,no_website
doctors-and-clinics,Chinese Traditional Clinic,Ras Al Khaimah,"Ras al Khaimah, United Arab Emirates",+971 7 228 2243,+971 7 228 2243,+971 7 227 1850,,,,,,,,,,,,https://www.yello.ae/company/18361/chinese-traditional-clinic,no_website
doctors-and-clinics,Chiropody Center,Dubai,"780 Jumeirah Beach Road, Umm Suqeim Second",+971 4 348 4092,+971 4 348 4092,+971 4 348 4093,https://www.uaepodiatry.com/,,,http://ae.linkedin.com/pub/sami-tabib/43/89/421,http://www.facebook.com/pages/dubaifootdoc/311590103236,,https://twitter.com/uae_podiatry,,,25.1505,55.1993,https://www.yello.ae/company/18362/chiropody-center,no_email_found
doctors-and-clinics,Chiropody Center - The German Footcare Specialist Clinic,Dubai,"302, Opposite Mercato Mall, Jumeirah Beach Road, Jumeirah, P.O. Box: 6548",+971 4 348 4092,+971 4 348 4092,+971 4 348 4093,,,,,,,,,,,,https://www.yello.ae/company/333554/chiropody-center-the-german-footcare-specialist-clinic,no_website
doctors-and-clinics,Chiropody Centre,Dubai,"Jumeirah Road, Jumeirah First",+971 4 349 9055,+971 4 349 9055,+971 4 349 9044,http://www.chiropody-centre-dubai.com/,,,,,,,,,25.2152,55.2514,https://www.yello.ae/company/18363/chiropody-centre,dns_dead
doctors-and-clinics,Chiropractic Specialty Center,Abu Dhabi,"Tower 4, Marks &amp; Spencer building, Electra Road, P.O. Box: 51592",+971 2 634 5162,+971 2 634 5162,+971 2 634 5163,,,,,,,,,,,,https://www.yello.ae/company/333556/chiropractic-specialty-center,no_website
doctors-and-clinics,Chiropractic Specialty Clinics,Abu Dhabi,"Abu Dhabi, United Arab Emirates",+971 2 634 5162,+971 2 634 5162,+971 2 634 5163,,,,,,,,,,,,https://www.yello.ae/company/18364/chiropractic-specialty-clinics,no_website
doctors-and-clinics,"Chithra Shamsudheen&#039;s Clinic, Dr",Sharjah,,+971 6 562 0181,+971 6 562 0181,+971 6 561 0762,,,,,,,,,,,,https://www.yello.ae/company/153272/chithra-shamsudheens-clinic-dr,no_website
doctors-and-clinics,Chr Hansen Middle East Fzco,Dubai,"DSP Laboratory Complex, Al Barsha - Al Barsha South",+971 4 455 0300,+971 4 455 0300,+971 4 455 0333,https://www.chr-hansen.com/en,,,https://www.linkedin.com/company/novonesis,https://www.facebook.com/novonesisbio,https://www.instagram.com/novonesis,,,,25.0764828,55.2425136,https://www.yello.ae/company/147643/chr-hansen-middle-east-fzco,no_email_found
doctors-and-clinics,Cimar Fertility Centre,Dubai,"Al Muhaisnah Polyclinic, Lulu village,  Muhaisnah â 4, Dubai",+971 4 264 6763,+971 4 264 6763 | +971 4 254 4123 | 919447874531,+971 4 254 4124,,,,,,,,,,,,https://www.yello.ae/company/352606/cimar-fertility-centre,no_website
doctors-and-clinics,City Clinic,Abu Dhabi,"Abu Dhabi, United Arab Emirates",+971 2 641 7226,+971 2 641 7226,+971 2 632 3457,,,,,,,,,,,,https://www.yello.ae/company/18365/city-clinic,no_website
doctors-and-clinics,City Dental &amp; Medical Centre,Al Ain,Main St,+971 3 764 2252,+971 3 764 2252,+971 3 765 6251,,,,,,,,,,,,https://www.yello.ae/company/18366/city-dentalmedical-centre,no_website
doctors-and-clinics,City Dental and Medical Centre,Al Ain,15850,+971 3 764 2252,+971 3 764 2252,+971 3 765 6251,,,,,,,,,,,,https://www.yello.ae/company/30270/city-dental-and-medical-centre,no_website
doctors-and-clinics,City Hospital Dubai,Dubai,"Building 37, Dubai Healthcare City, PO Box 505004",+971 044359999,+971 044359999 | 800 THECITY (843.2489) | +971 4 550 8800,,https://www.mediclinic.ae/en/city-hospital/home.html,,,https://www.linkedin.com/company/mediclinic-middle-east,https://www.facebook.com/MediclinicMiddleEast,https://www.instagram.com/mediclinicme/,https://twitter.com/MediclinicME,5.0,1,25.2327778,55.3225,https://www.yello.ae/company/343909/city-hospital-dubai,no_email_found
doctors-and-clinics,City Medical Centre,Ajman,"Bin Ladin Building, Bustan",+971 6 744 1882,+971 6 744 1882,+971 6 742 6161,,,,,,,,,,25.4082,55.4455,https://www.yello.ae/company/18368/city-medical-centre,no_website
doctors-and-clinics,City Medical Centre,Dubai,"Dubai, United Arab Emirates",+971 4 283 1611,+971 4 283 1611,+971 4 286 8644,,,,,,,,,,,,https://www.yello.ae/company/18367/city-medical-centre,no_website
doctors-and-clinics,City Point International Specialists Medical Care,Dubai,"Dubai, United Arab Emirates",+971 4 397 2120,+971 4 397 2120,+971 4 397 3736,,,,,,,,,,,,https://www.yello.ae/company/18369/city-point-international-specialists-medical-care,no_website
doctors-and-clinics,Class Medical Centre,Sharjah,"Al Saud Tower, Al Arouba Street,Al Mujarrah",+971 6 565 2332,+971 6 565 2332,+971 6 565 1335,https://www.facebook.com/login,,,,https://www.facebook.com/reg/,https://l.facebook.com/l.php,,,,25.3629,55.3906,https://www.yello.ae/company/18370/class-medical-centre,no_email_found
doctors-and-clinics,Clemenceau Medical Center Hospital,Dubai,Dubai Healthcare City Phase 2 - Al Jaddaf - Dubai,+971 800262392,+971 800262392,,https://cmcdubai.ae/,,,,,,,,,25.2126901,55.3181335,https://www.yello.ae/company/368586/clemenceau-medical-center-hospital,site_unreachable
doctors-and-clinics,Cleveland Clinic Abu Dhabi,Abu Dhabi,"Cleveland Clinic Abu Dhabi, Al Maryah Island",800 8 CCAD (800 8 2223),800 8 CCAD (800 8 2223),,,,,,,,,,,,,https://www.yello.ae/company/349634/cleveland-clinic-abu-dhabi,no_website
doctors-and-clinics,ClinArt International,Dubai,Healthcare City,+971 443705512,+971 443705512,+971 4 437 0553,,,,,,,,,,,,https://www.yello.ae/company/153301/clinart-international,no_website
doctors-and-clinics,ClinArt Mena,Dubai,"Office 205, Bldg. 72, Dubai Health Care City, P.O. Box: 86830",+971 4 437 0551,+971 4 437 0551,+971 4 437 0553,http://clinart.net/,,,,,,,,,25.2326966,55.3263748,https://www.yello.ae/company/321958/clinart-mena,site_unreachable
doctors-and-clinics,Clinic for Health and Medical Care FZ-LLC,Dubai,"Al Razi Building, No. 64, Block B,",+971 4 457 4240,+971 4 457 4240,+971 4 457 4238,,,,,,,,,,,,https://www.yello.ae/company/343786/clinic-for-health-and-medical-care-fz-llc,no_website
doctors-and-clinics,Clover Medical Centre,Dubai,"307, warsan tower, near media rotana hotel, tecom",+971 4 368 8062,+971 4 368 8062 | +971 55 120 9888,+971 4 362 6201,http://www.mydubaidentist.com/,,,,,,,,,25.1024130608627,55.1770305633545,https://www.yello.ae/company/348117/clover-medical-centre,site_unreachable
doctors-and-clinics,Cocoon - Individualized Natal Care,Sharjah,"Sharjah, United Arab Emirates",+971 6 524 3444,+971 6 524 3444,+971 6 524 3888,,,,,,,,,,,,https://www.yello.ae/company/18372/cocoon-individualized-natal-care,no_website
doctors-and-clinics,Cocoona Centre,Dubai,"Villa 898,Street 15C, Al Wasl Road",+971 4 394 1090,+971 4 394 1090,+971 4 394 2060,https://cocoona.ae/,,,,https://www.facebook.com/CocoonaClinics,https://www.instagram.com/cocoonaclinic/,,,,25.1666,55.2239,https://www.yello.ae/company/18373/cocoona-centre,no_email_found
doctors-and-clinics,Cocoona dentalcare,Dubai,"Villa 898, AL RAAJI Street, Al Wasl Road, Dubai. UAE",+971 043884589,+971 043884589,,,,,,,,,,,,,https://www.yello.ae/company/354518/cocoona-dentalcare,no_website
doctors-and-clinics,Comprehensive Medical Center,Dubai,,+971 4 331 4777,+971 4 331 4777,+971 4 331 4001,,,,,,,,,,,,https://www.yello.ae/company/152763/comprehensive-medical-center,no_website
doctors-and-clinics,Conceive,Sharjah,,+971 6 577 1822,+971 6 577 1822,+971 6 577 1823,,,,,,,,,,,,https://www.yello.ae/company/153131/conceive,no_website
doctors-and-clinics,Conceive - The Gynaecology &amp; Fertility Centre,Sharjah,"Sharjah, United Arab Emirates",+971 6 577 1822,+971 6 577 1822,+971 6 577 1823,,,,,,,,,,,,https://www.yello.ae/company/18375/conceive-the-gynaecologyfertility-centre,no_website
doctors-and-clinics,Concept Int. Medical Co. (L.L.C),Dubai,P.O Box 28804,+971 5738751,+971 5738751,+971 5738763,,,,,,,,,,,,https://www.yello.ae/company/268089/concept-int-medical-co-llc,no_website
doctors-and-clinics,Concorde Home Healthcare Center,Dubai,"102 Ali Khalifa Belhaisa Alketbi Building, Al Karama, Dubai",+971 4 320 4298,+971 4 320 4298 | +971 58 578 2442,,http://www.concordedubai.com/,,,,,,,,,25.240731785402662,55.296520679482676,https://www.yello.ae/company/367743/concorde-home-healthcare-center,dns_dead
doctors-and-clinics,ConfiDent Dental &amp; Skin Care Clinic,Dubai,"Century Plaza, 1st floor- Office 110",+971 4 343 3315,+971 4 343 3315 | +971 56 365 3194,,http://dubaiconfident.com,,,,,,,5.0,1,25.204849,55.270783,https://www.yello.ae/company/354803/confident-dentalskin-care-clinic,site_unreachable
doctors-and-clinics,ConfiDent Dubai Palm Dental Clinic,Dubai,"Dubai Palm Jumeirah  Golden Mile Galleria  Building 8, Office 11",+971 4 240 4021,+971 4 240 4021,,http://confidentdubaipalm.com/,,,,,,,,,25.1117203695126,55.1451962489908,https://www.yello.ae/company/365547/confident-dubai-palm-dental-clinic,dns_dead
doctors-and-clinics,Consultant Dental Center,,,+974 4467-7166,+974 4467-7166,,,,,,,,,,,,,https://www.yello.ae/company/342398/consultant-dental-center,no_website
doctors-and-clinics,Consultant Polymedic,Sharjah,"Darwesh Building, Al Wahda Street",+971 6 533 5555,+971 6 533 5555,+971 6 533 3234,,,,,,,,,,,,https://www.yello.ae/company/18376/consultant-polymedic,no_website
doctors-and-clinics,Consultants Medical Centre,Abu Dhabi,"Hamdan St, Tourist Club Area",+971 2 679 4100,+971 2 679 4100,+971 2 679 4800,,,,,,,,,,,,https://www.yello.ae/company/18377/consultants-medical-centre,no_website
doctors-and-clinics,Consultants Polymedic,Sharjah,P.O.Box No.692,+971 6 533 5555,+971 6 533 5555,+971 6 533 3234,,,,,,,,,,,,https://www.yello.ae/company/152782/consultants-polymedic,no_website
doctors-and-clinics,Core Direction,Dubai,Dubai,+971 55 814 9704,+971 55 814 9704,,https://coredirection.com/,,,,,,,,,24.3540069,53.9485752,https://www.yello.ae/company/370960/core-direction,no_email_found
doctors-and-clinics,Corniche Hospital,Abu Dhabi,Corniche Road,+971 2 672 4900,+971 2 672 4900,+971 2 672 0782,http://www.cornichehospital.org/,,,,,,,,,24.5014,54.3698,https://www.yello.ae/company/17651/corniche-hospital,dns_dead
doctors-and-clinics,Corniche Medical Centre,Ras Al Khaimah,Sheikh Saqr Bin Mohammed Al Qassimi Road - E18,+971 7 222 8456,+971 7 222 8456,+971 7 222 8457,,,,,,,,,,25.7974826,55.974852,https://www.yello.ae/company/18378/corniche-medical-centre,no_website
doctors-and-clinics,Cosme Surge,Sharjah,"Sharjah, United Arab Emirates",+971 6 524 5444,+971 6 524 5444,+971 6 524 5333,https://www.cosmesurge.com/,,,https://www.linkedin.com/company/cosmesurge,https://www.facebook.com/CosmeSurge/,https://www.instagram.com/cosmesurge/,,,,25.392,55.4195,https://www.yello.ae/company/18380/cosme-surge,no_email_found
doctors-and-clinics,Cosme Surge,Dubai,"Jumeirah Road, Jumeirah Second",+971 4 344 5915,+971 4 344 5915,+971 4 349 4457,http://www.cosmesurge.com,,,https://www.linkedin.com/company/cosmesurge,https://www.facebook.com/CosmeSurge/,https://www.instagram.com/cosmesurge/,,2.0,1,25.1977,55.2382,https://www.yello.ae/company/18379/cosme-surge,no_email_found
doctors-and-clinics,CosmeSurge,Dubai,"1805, Conrad Towers, Sheikh Zayed Road, Dubai U.A.E",+971 52 242 2793,+971 52 242 2793,,,,,,,,,,,,,https://www.yello.ae/company/360995/cosmesurge,no_website
doctors-and-clinics,Cosmesugge &amp; Emirates Hospital Hospital for One DA,Dubai,P.O Box 30907,+971 4466648,+971 4466648,+971 4458660,,,,,,,,,,,,https://www.yello.ae/company/268148/cosmesuggeemirates-hospital-hospital-for-one-da,no_website
doctors-and-clinics,Cosmetic Surgeries Dubai,Dubai,"Al Wasl Rd, Umm Seqiem, Al Manara Area",+971 54 420 4322,+971 54 420 4322,,http://www.cosmeticsurgeriesdubai.com/,,,,,,,,,25.2164846939696,55.28551234375,https://www.yello.ae/company/353922/cosmetic-surgeries-dubai,dns_dead
doctors-and-clinics,Cosmetrix Plastic Surgery Center Dubai,Dubai,"5th Floor, Saudi German Hospital Dubai, Al Barsha 3, Hessa Street 331 West, Off Exit 36 Sheikh Zayed Road, Opposite of American School of Dubai",+971 4 389 0003,+971 4 389 0003 | +971 55 790 2260,,http://www.cosmetrix.ae/,,,,,,,,,25.2278909769165,55.1748833539673,https://www.yello.ae/company/352430/cosmetrix-plastic-surgery-center-dubai,dns_dead
doctors-and-clinics,Cosmopolitan Medical Centre,Abu Dhabi,Electra Street,+971 2 631 4422,+971 2 631 4422,+971 2 631 4143,,,,,,,,,,,,https://www.yello.ae/company/18382/cosmopolitan-medical-centre,no_website
doctors-and-clinics,Cosmos Insurance Brokers LLC,Dubai,Box No. 33913,3939665,3939665 | +971 4 447 0506,3939664,https://cosmosinsurance.com/,,,,,,,,,25.1849517,55.2789232,https://www.yello.ae/company/89399/cosmos-insurance-brokers-llc,site_unreachable
doctors-and-clinics,Cosmpolitan Medical Centre,Dubai,P.O Box 55318,+971 6314422,+971 6314422,+971 6314143,,,,,,,,,,,,https://www.yello.ae/company/268152/cosmpolitan-medical-centre,no_website
doctors-and-clinics,Counselling &amp; Development Clinic,Dubai,"Al Wasl Road, Jumeirah Third",+971 4 394 6122,+971 4 394 6122,+971 4 394 8428,http://drmccarthypsychologyclinic.com/,,,,,,,,,25.1861,55.2402,https://www.yello.ae/company/18383/counsellingdevelopment-clinic,dns_dead
doctors-and-clinics,Countd,Dubai,Dubai,+971 55 596 6788,+971 55 596 6788,,,,,,,,,,,,,https://www.yello.ae/company/368170/countd,no_website
doctors-and-clinics,Crescent Group Trading,Dubai,P.O Box 40914,+971 4 881 1017,+971 4 881 1017,+971 4 881 1090,https://www.crescent.ae/,,,,,,,,,25.325981,55.3783501,https://www.yello.ae/company/278895/crescent-group-trading,no_email_found
doctors-and-clinics,Crown Health Centre,Ajman,"Ajman, United Arab Emirates",+971 6 744 3845,+971 6 744 3845,+971 6 747 2209,,,,,,,,,,,,https://www.yello.ae/company/18384/crown-health-centre,no_website
doctors-and-clinics,Crown Medical Centre,Ras Al Khaimah,Sheikh Rashid Bin Saeed Al Maktoum Rd - Al Dhait South,+971 7 235 9722,+971 7 235 9722 | +971 50 544 7593,,https://www.crownmed.ae/,,,,,,,,,25.7516004,55.9194107,https://www.yello.ae/company/18385/crown-medical-centre,site_unreachable
doctors-and-clinics,Cure Medical Center Physiotherapy,Sharjah,"ASAS Tower, Office Entrance, 2nd Floor,202  In Front Of Al Bareej, Al Khan Corniche  Street,P.O: 22370 Sharjah-UAE",+971 6 530 3999,+971 6 530 3999,,,,,,,,,,,,,https://www.yello.ae/company/363079/cure-medical-center-physiotherapy,no_website
doctors-and-clinics,Cure Medical Supplies,Abu Dhabi,Abu Dhabi,+971 2 445 8584,+971 2 445 8584 | +971 2 410 0900,+971 2 445 8574,,,,,,,,,,,,https://www.yello.ae/company/211375/cure-medical-supplies,no_website
doctors-and-clinics,Cure Well Diagnostic Center,Dubai,"Dubai, United Arab Emirates",+971 4 355 5995,+971 4 355 5995,+971 4 355 5996,,,,,,,,,,,,https://www.yello.ae/company/18386/cure-well-diagnostic-center,no_website
doctors-and-clinics,D M Healthcare LLC,Dubai,P.O. Box: 8703,+971 4 428 1483,+971 4 428 1483,+971 4 428 1482,,,,,,,,,,,,https://www.yello.ae/company/333646/d-m-healthcare-llc,no_website
doctors-and-clinics,DDC Consultancy,Dubai,Dubai,+971 52 275 0803,+971 52 275 0803,,,,,,,,,,,,,https://www.yello.ae/company/370013/ddc-consultancy,no_website
doctors-and-clinics,DENTCARE CLINIC,Dubai,P.O Box 29752,+971 6270527,+971 6270527,+971 6675003,,,,,,,,,,,,https://www.yello.ae/company/268417/dentcare-clinic,no_website
doctors-and-clinics,DKC Veterinary Clinic,Dubai,"Daytona House, Detroit Road, Motor City, Dubai, UAE",+971 4 211 4800,+971 4 211 4800,,,,,,,,,,,,,https://www.yello.ae/company/354332/dkc-veterinary-clinic,no_website
doctors-and-clinics,DOCTORS FOR VITALITY CLINIC,Abu Dhabi,P.O. Box: 34390,+971 2 556 1057,+971 2 556 1057,+971 2 556 1058,,,,,,,,,,,,https://www.yello.ae/company/299535/doctors-for-vitality-clinic,no_website
doctors-and-clinics,DOMANIAL PEDIATRIC POLYCLINICS,Al Ain,P.O. Box: 69844,+971 3 766 6673,+971 3 766 6673,+971 3 766 6639,,,,,,,,,,,,https://www.yello.ae/company/299559/domanial-pediatric-polyclinics,no_website
doctors-and-clinics,DR ABDUL AZIZ CLINIC,Abu Dhabi,2760,6335584,6335584,6323470,,,,,,,,,,,,https://www.yello.ae/company/30396/dr-abdul-aziz-clinic,no_website
doctors-and-clinics,DR AL RUSTOMS&#039;S SKIN &amp; LASER CLINIC,Dubai,P.O. Box: 333423,+971 4 349 8800,+971 4 349 8800,+971 4 344 8767,,,,,,,,,,,,https://www.yello.ae/company/299496/dr-al-rustomss-skinlaser-clinic,no_website
doctors-and-clinics,DR AMAL BIYALI CLINIC,Dubai,P.O Box 47185,+971 6324934,+971 6324934,+971 6335325,,,,,,,,,,,,https://www.yello.ae/company/268541/dr-amal-biyali-clinic,no_website
doctors-and-clinics,DR IBRAHIM AWAD CLINIC,Dubai,P.O Box 2825,+971 6321661,+971 6321661,+971 6341323,,,,,,,,,,,,https://www.yello.ae/company/268543/dr-ibrahim-awad-clinic,no_website
doctors-and-clinics,DR Joseph Ghrayeb Dental Clinic,Dubai,"Shk. Rashid (Zabeel Building)  1st Floor, Suite110, Entrance   No.3,Umm Hurair Road  P.O.Box 9075, Dubai - UAE",+971 4 337 6377,+971 4 337 6377,+971 4 336 4847,,,,,,,,,,,,https://www.yello.ae/company/353141/dr-joseph-ghrayeb-dental-clinic,no_website
doctors-and-clinics,DR MAHAVIR MEHTA MEDICAL CEMTRE DUBAI,,P.O. Box:,9712222663,9712222663,,,,,,,,,,,,,https://www.yello.ae/company/299499/dr-mahavir-mehta-medical-cemtre-dubai,no_website
doctors-and-clinics,DR MAMOUN EYE CLINIC,Dubai,P.O Box 43323,+971 6446211,+971 6446211,+971 6446244,,,,,,,,,,,,https://www.yello.ae/company/268546/dr-mamoun-eye-clinic,no_website
doctors-and-clinics,DR MARWAN GHURANI CLINIC,Abu Dhabi,46140,6721821,6721821,6780323,,,,,,,,,,,,https://www.yello.ae/company/30265/dr-marwan-ghurani-clinic,no_website
doctors-and-clinics,DR MOHAMMED SALEEM CLINIC,Dubai,P.O Box 3094,+971 6338701,+971 6338701,+971 6223220,,,,,,,,,,,,https://www.yello.ae/company/268547/dr-mohammed-saleem-clinic,no_website
doctors-and-clinics,DR MOOS AL SALWADI CLINIC,Dubai,P.O Box 7534,+971 6326025,+971 6326025,+971 6311818,,,,,,,,,,,,https://www.yello.ae/company/268548/dr-moos-al-salwadi-clinic,no_website
doctors-and-clinics,DR MOOSA ABU ZAYED DENTAL CENTRE,Abu Dhabi,P.O. Box: 44466,+971 2 672 1753,+971 2 672 1753,+971 2 677 7871,,,,,,,,,,,,https://www.yello.ae/company/299588/dr-moosa-abu-zayed-dental-centre,no_website
doctors-and-clinics,DR MS  MINAL PATWARDHAN,,P.O. Box:,+971 6 574 9610,+971 6 574 9610,+971 6 574 9620,,,,,,,,,,,,https://www.yello.ae/company/299501/dr-ms-minal-patwardhan,no_website
doctors-and-clinics,DR MUBARAK SKHAIKH CLINIC,Abu Dhabi,8189,6213435,6213435,6322719,,,,,,,,,,,,https://www.yello.ae/company/30271/dr-mubarak-skhaikh-clinic,no_website
doctors-and-clinics,DR Micheline Bombert Clinic,Abu Dhabi,47502,6769627,6769627,6773119,,,,,,,,,,,,https://www.yello.ae/company/30337/dr-micheline-bombert-clinic,no_website
doctors-and-clinics,DR NIZAR NAYEF YOUNUS CLINIC,Dubai,P.O Box 7901,+971 6333224,+971 6333224,+971 6333183,,,,,,,,,,,,https://www.yello.ae/company/268549/dr-nizar-nayef-younus-clinic,no_website
doctors-and-clinics,DR Nutrition Center LLC - Dubai BR,Dubai,"Silicon Oasis - besides SIG Combibloc Obeikan (Plot No: 06-038) in front of cedar villas,  P.O.Box:  48685",+971 4 204 0777,+971 4 204 0777 | +971 4 204 0700,,https://drnutrition.com/en/ae,,,,,,,1.0,4,25.1285972,55.3928375,https://www.yello.ae/company/87985/dr-nutrition-center-llc-dubai-br,no_email_found
doctors-and-clinics,DR QAIS ABU TAHA CLINIC,Dubai,P.O Box 46467,+971 6272817,+971 6272817,+971 6262725,,,,,,,,,,,,https://www.yello.ae/company/268550/dr-qais-abu-taha-clinic,no_website
doctors-and-clinics,DR QAIS ABU TAHA POLY CLINIC,Abu Dhabi,P.O. Box: 46467,+971 2 627 2817,+971 2 627 2817,+971 2 626 2725,,,,,,,,,,,,https://www.yello.ae/company/299577/dr-qais-abu-taha-poly-clinic,no_website
doctors-and-clinics,DR ROCCO SPECIALIZED DENTAL MEDICAL CLINIC,Dubai,P.O Box 30567,+971 6332900,+971 6332900,+971 6332967,,,,,,,,,,,,https://www.yello.ae/company/268551/dr-rocco-specialized-dental-medical-clinic,no_website
doctors-and-clinics,DR. AHMED KAMEL CLINIC,Abu Dhabi,P.O. Box: 36181,+971 226260040,+971 226260040,+971 226260035,,,,,,,,,,,,https://www.yello.ae/company/299544/dr-ahmed-kamel-clinic,no_website
doctors-and-clinics,DR. GHALEB KHALAILI PEDIATRIC CLINIC,Dubai,P.O Box 17285,+971 7666998,+971 7666998,+971 7663998,,,,,,,,,,,,https://www.yello.ae/company/268563/dr-ghaleb-khalaili-pediatric-clinic,no_website
doctors-and-clinics,DR. GHAZAL MAHERI SPECIALISED CLINIC,Al Ain,P.O. Box: 15304,+971 3 766 0014,+971 3 766 0014,+971 3 765 0112,,,,,,,,,,,,https://www.yello.ae/company/299524/dr-ghazal-maheri-specialised-clinic,no_website
doctors-and-clinics,DR. MOHAMED KHALIL PEADIATRIC CLINIC,Al Ain,18166,7655005,7655005,7655115,,,,,,,,,,,,https://www.yello.ae/company/30398/dr-mohamed-khalil-peadiatric-clinic,no_website
