Task ID,Epic,Task,Description,Priority,Status,Dependencies,Assigned Agent,Files/Modules,Acceptance Criteria,Required Tests,Blocker,Started At,Completed At,Evidence
GRX-CONTACT-010,Contacts,"Soft delete — backend (`deleted_at`, enforced invisibility, restore)","**Re-scoped 2026-08-16 after the product owner chose soft deletion (""not visible to user"").** A code check found Growixa already has soft deletion in all but one place: `contacts.status = 'ARCHIVED'` is already excluded from **every** campaign send path (`apps/worker/src/growixa_worker/recipients.py` filters `status == 'ACTIVE'` in all four recipient-resolution queries) and already excluded from the plan's `max_contacts` quota (`count_active_contacts`, `GRX-BILL-005`). The **only** gap is that `list_contacts` (`repositories.py`) has no status filter, so archived contacts still appear in the contacts UI. **Design is specified in [`DEC-GRX-034`](DECISIONS.md) (APPROVED 2026-08-16) — follow it; do not redesign.** Backend only; the customer-facing UI is `GRX-CONTACT-015`. Do not add a third `DELETED` status — `ACTIVE`/`ARCHIVED`/`DELETED` would be three states with overlapping meaning and no migration is needed. Reuse `ARCHIVED`; this is a filter plus UI work, not a data-model change.",P2,DONE,"GRX-CONTACT-001 (DONE), GRX-CONTACT-006 (DONE)",Google Antigravity,"`apps/api/src/growixa_api/contacts/{repositories,api,schemas}.py`, `apps/api/migrations/versions/c1d2e3f4a5b6_contact_soft_deletion_and_partial_index.py`, `apps/worker/src/growixa_worker/recipients.py`","Implements `DEC-GRX-034`: adds `contacts.deleted_at` (migration `c1d2e3f4a5b6`), swaps `ux_contacts_account_id_email` for a partial unique index `WHERE deleted_at IS NULL`, routes every read query through `deleted_at IS NULL` filter, adds `DELETE /contacts/{id}`, `POST /contacts/bulk-delete`, and `DELETE /contacts/all` routes guarded by `contacts.manage`, emits audit events, and adds `deleted_at IS NULL` predicate to the worker's four recipient queries. `count_active_contacts` excludes deleted rows so deleted contacts stop consuming `max_contacts`.","Integration: single soft delete (204 + 404), clean re-creation of same email via partial unique index, bulk delete by IDs, audience purge, RBAC analyst restriction (403), unauthenticated rejection (401), segment and list membership exclusion. Handed off in `pr_reviews/feature-BACKEND-GRX-CONTACT-010.md`",a8419ff,2026-08-17,—,—
GRX-CONTACT-011,Contacts,Bulk contact selection UI + batch soft-delete/restore,"Frontend multi-select, which is missing entirely today — every action is one contact at a time. Scope: per-row and select-all-on-page checkboxes, a batch toolbar showing the selected count, batch soft-delete and batch restore, and a confirmation modal naming the exact count. **""Select all in account"" (beyond the loaded page) is deliberately excluded** — it implies server-side filter-based selection, a much easier control to fire by accident; propose separately if wanted. The UI must make clear that deleting a contact does **not** un-suppress them: a previously-unsubscribed address stays suppressed after deletion, and stays suppressed if it is later re-imported.",P3,DONE,GRX-CONTACT-010 (DONE),unassigned,`apps/web/src/app/(dashboard)/dashboard/contacts/`,Contacts multi-selectable on the current page; batch toolbar count is accurate; confirm modal states the count; batch restore works; a user without `contacts.manage` sees no destructive batch actions,"Frontend component tests: selection state, count accuracy, confirm gating, permission-gated rendering",—,—,2026-08-17,"Delivered by `GRX-CONTACT-015` (`a97bef2`, multi-select + bulk toolbar + delete/suppress UI) and `GRX-CONTACT-016` (`95189af`, deleted view + restore) rather than as a separate branch. Verified against this row's own acceptance criteria on `main`, not assumed: `contacts-page.test.tsx` covers multi-select and select-all, bulk delete, bulk suppress, bulk restore in the deleted tab, and `hides checkboxes and bulk toolbar for view-only users` (the `contacts.manage` gate). No separate implementation needed."
GRX-CONTACT-012,Contacts,"Purge-all-contacts — **design first, do not implement from this row**","Requested as `DELETE /contacts/all` (""wipe the account's audience""). Filed as design, not implementation: this is an irreversible whole-account destructive action on live customer data. Must be answered before it can become `READY`: sync or worker job (it cannot be synchronous — accounts can hold hundreds of thousands of rows; the existing CSV-import worker is the precedent); what happens to campaigns scheduled or mid-send against those contacts; does quota reclaim immediately or at period end (`GRX-BILL-*`); is there an undo window; what typed confirmation is required; **does it preserve `suppression_entries`** (it must — purging an audience must never re-open the account to mailing addresses that previously unsubscribed); and whether this belongs to the customer at all versus being a platform-admin support action. Note that if `GRX-CONTACT-010` ships soft delete, ""purge"" likely means bulk soft-delete, which is far less dangerous — settle that first, it may dissolve this task.",P3,BACKLOG,"GRX-CONTACT-010 (READY, not started)",unassigned,— (design),"A short design note answering the questions above, reviewed by the product owner, before any implementation row is created",—,Design decisions unresolved; not to be implemented from this row,—,—,—
GRX-CONTACT-013,Contacts,Hard erasure for data-subject requests (PRD §27),"**Distinct from `GRX-CONTACT-010`, and still open after it ships.** Soft deletion retains all PII, so it does **not** satisfy a right-to-erasure request; `PRD.md` §27 states ""Export/deletion of a contact's data must be supportable on request,"" and Growixa is global-facing (GDPR Art. 17, India DPDP, UAE PDPL, CCPA). Filed so that requirement is not silently considered closed by soft delete. **Three code-verified constraints, all confirmed 2026-08-16:** (1) `campaign_recipients.contact_id` is `nullable=False` with **no `ondelete`**, so a plain row `DELETE` FK-violates for any contact ever campaigned to — erasure must be **redact-in-place** (null/hash the PII columns, keep the row and its campaign history) or that FK must be deliberately re-modelled. (2) `consent_records.contact_id` is `ondelete=""CASCADE""`, so a row delete would destroy the insert-only consent history `GRX-CONTACT-005` and `DEC-GRX-008` require be retained. (3) `suppression_entries` is keyed on `email`/`domain` with only a nullable `contact_id` and no cascade, so suppression already survives correctly and **must keep doing so** — otherwise an erased address becomes re-importable and mailable, the exact failure suppression exists to prevent. Low frequency, high stakes: this is a compliance path, not a bulk UX feature.",P3,BACKLOG,"GRX-CONTACT-010 (READY, not started), GRX-CONTACT-005 (DONE), GRX-CONTACT-009 (DONE)",unassigned,"`apps/api/src/growixa_api/contacts/{api,services,repositories,models}.py`, `apps/api/migrations/versions/`","Erasing a contact removes/redacts their PII while (a) leaving any `suppression_entries` row for that address intact and still enforced at send time, (b) preserving consent history sufficient to prove prior opt-out, (c) leaving campaign history and aggregates referentially valid; emits an audit event; gated on existing `contacts.manage`",Integration: erase-then-verify suppression still blocks a send to that address; erase a contact with campaign history (must not FK-violate); erase-then-reimport must not resurrect a suppressed address as mailable; RBAC; account isolation,—,—,—,—
GRX-CONTACT-014,Contacts,Platform-admin restore of deleted contacts (support action),"Raised 2026-08-16: can a platform admin restore a customer's deleted contacts, e.g. within 60 days? **Deliberately `BLOCKED`, not `BACKLOG`** — it depends on a retention decision that has not been made, and on the current soft-delete design it may not be needed at all. With `GRX-CONTACT-010`'s soft delete, archived contacts persist indefinitely and the **customer restores them without any admin involvement**, for as long as they like; there is no 60-day cliff. A genuine window only exists once `OQ-008` chooses hard-purge-after-N-days and `GRX-CONTACT-013` implements it — and once a purge has run there is nothing left to restore, so an admin capability does not help on day 61 either. The mechanism, if it is ever wanted, is not new architecture: `DEC-GRX-022` already defines `support_sessions` with `access_level=WRITE` gated on `platform.support_session.write`, whose write scope is explicitly meant to grow one action at a time as real support needs surface — a restore action would be a second such action, calling the contacts module's own service (the same pattern the existing contact-edit write action uses, passing `actor_id=None` plus `audit_metadata`). Genuine support cases that would justify it: a bad bulk import or a rogue user deleting en masse, where the customer wants a point-in-time undo rather than row-by-row restore.",P3,BLOCKED,"OQ-008 (retention window), OQ-028, GRX-CONTACT-010 (DONE), GRX-CONTACT-013 (BACKLOG)",unassigned,"`apps/api/src/growixa_api/platform_admin/`, `apps/api/src/growixa_api/contacts/services.py`","Not yet specifiable — depends on `OQ-008`/`OQ-028`. If built: restore is a support-session WRITE action, audited with the acting platform admin recorded in `audit_metadata`, re-checks the account's `max_contacts` quota, and **never un-suppresses** a restored contact whose address is on the suppression list",—,`OQ-008` and `OQ-028` unresolved; may be unnecessary entirely under indefinite soft delete,—,—,—
GRX-CONTACT-015,Contacts,"Soft delete — customer-facing UI (delete, multi-select bulk delete, suppression, purge)","Frontend pair for `GRX-CONTACT-010`, following this repo's existing backend/frontend task pairing (`GRX-CONTACT-005`/`009`, `001`/`006`). Implements [`DEC-GRX-034`](DECISIONS.md)'s customer-visible surface: row & header multi-select checkboxes; floating bulk action bar with selection count badge, Delete Selected, Move to Suppression List, and Clear Selection; individual Delete button in contact details modal; Audience Purge button with type-to-confirm safeguard; unified Delete Confirmation Modal with optional, unchecked ""also add to the suppression list"" checkbox labelled by intent (""do this if they asked not to be contacted""); states that past campaign delivery stats remain intact and previously suppressed contacts stay suppressed.",P2,DONE,GRX-CONTACT-010 (IN_REVIEW),Google Antigravity,`apps/web/src/app/(dashboard)/dashboard/contacts/`,Row & header multi-select checkboxes; floating bulk action bar; single delete in details modal; audience purge with type-to-confirm; delete confirmation modal with optional suppression checkbox; permission-gated for contacts.manage,18 component/unit tests passing in contacts-page.test.tsx. Full web suite 237/237 tests passing. Prettier format:check 100% clean. Handed off in `pr_reviews/feature-FRONTEND-GRX-CONTACT-015.md`,a97bef2,2026-08-17,—,—
GRX-CONTACT-016,Contacts,Deleted Contacts View & Contact Restoration (UI & Backend),"Follow-up pair for soft-delete restoration capabilities. Backend: adds `include_deleted` and `deleted_only` query filters to `list_contacts`, `POST /contacts/{id}/restore` endpoint, and `POST /contacts/bulk-restore` that clears `deleted_at` and checks `max_contacts` quota. Frontend: adds a dedicated ""Deleted"" status tab / view, displaying soft-deleted contacts with individual and bulk Restore actions, and clear quota-exceeded warning message if restoring would exceed plan limits.",P3,DONE,"GRX-CONTACT-010 (DONE), GRX-CONTACT-015 (DONE)",Google Antigravity,"`apps/api/src/growixa_api/contacts/`, `apps/web/src/app/(dashboard)/dashboard/contacts/`",Dedicated Deleted view tab; restore endpoint and button; quota limit enforcement; unit & integration tests,—,—,—,2026-08-17,Merged to `main` as `95189af`. Deleted Contacts View & Contact Restoration API + UI. Independently reviewed and approved; handoff at `pr_reviews/feature-BACKEND-GRX-CONTACT-016.md`.
GRX-INFRA-003,Infrastructure,"Harden `deploy_vps.sh` — fail on failed health check, back up before migrating, define a tested restore","Three defects found reviewing `GRX-INFRA-001` after it merged. (1) Step 6 prints a warning on a failed health check then prints ""Deployment Successfully Completed!"" and **exits 0**, so cron/CI and anyone reading the tail see success on a broken deploy — needs `exit 1`. (2) Step 3 runs `alembic upgrade head` against production with no pre-migration backup; `scripts/backup_db.sh` exists and is cron'd at 02:00 but the deploy script never calls it, so a 14:00 deploy migrates against a 12-hour-old snapshot. (3) No restore procedure exists anywhere — `GRX-NFR-008` requires ""automated backups with a defined, **tested** restore procedure"", and the backup only asserts the gzip is >100 bytes, which proves it is non-empty, not restorable. Also: `docker image prune -f` (step 5) discards the rollback image before the health check (step 6) confirms the new one.",P1,DONE,GRX-INFRA-001 (DONE),—,"`scripts/deploy_vps.sh`, `scripts/backup_db.sh`, `docs/11-devops/OVH_VPS_DEPLOYMENT.md`",Deploy script exits non-zero when the health check fails; a backup runs before migrations; the runbook documents a restore procedure that has been executed at least once against a real dump.,Rehearse a restore from a real backup into a scratch database; force a health-check failure and assert a non-zero exit code.,—,2026-08-17,2026-08-17,"Merged in `b11cbb2`. `deploy_vps.sh` now exits 1 when the post-deploy health check fails (previously printed a warning then ""Deployment Successfully Completed!"" with exit 0), and takes a fresh backup via `backup_db.sh` immediately before `alembic upgrade head` (new Step 3; steps renumbered to 7). Restore procedure added at `OVH_VPS_DEPLOYMENT.md` §8a and **rehearsed against a real dump** rather than written from memory — restored into a scratch database and compared with source: 60 tables both sides, `accounts` 75=75, `users` 79=79, `subscription_plans` 4=4, matching `alembic_version` c1d2e3f4a5b6; scratch DB dropped after. `bash -n` clean; failure path verified to exit 1 against a dead port. NOT addressed: `docker image prune -f` still runs before the health check, discarding the rollback image before the new one is confirmed — left as a follow-up so this change stayed reviewable."
GRX-INFRA-004,Infrastructure,Defer `docker image prune -f` in `deploy_vps.sh` until after health check succeeds,"In `scripts/deploy_vps.sh`, Step 6 previously ran `docker image prune -f` immediately after restarting containers and before Step 7's health check. This discarded previous dangling images before the new containers were confirmed operational, preventing rapid rollback on health check failure. Moving image pruning to execute only after the health check passes preserves rollback images when a deploy fails.",P2,DONE,GRX-INFRA-003 (DONE),Google Antigravity,"`scripts/deploy_vps.sh`, `RELEASE_NOTES.md`",`deploy_vps.sh` verifies health check in Step 6 and only executes `docker image prune -f` in Step 7 if the health check returns 200; failure path exits 1 with images intact.,`bash -n scripts/deploy_vps.sh` syntax validation and exit code inspection.,7bd9a82,2026-08-18,2026-08-18,Merged to `main` as `1723d52`. Independently reviewed by Codex and approved in `pr_reviews/feature-BACKEND-GRX-INFRA-004.md`; `bash -n scripts/deploy_vps.sh` passed; `python3 scripts/tracker_to_csv.py` regenerated the tracker CSV; diff-level secrets scan found no committed credentials.
GRX-INFRA-005,Infrastructure,Fix GHCR Compose production Postgres port collision,"Production tag deploy via `.github/workflows/deploy-production.yml` failed during `deploy/scripts/deploy_prod.sh` migrations because Compose tried to recreate `docker-postgres-1` with `127.0.0.1:5432:5432`, but another process already owned that host port. The GHCR compose rollout does not need a production Postgres host publish: API and worker already use Docker DNS at `postgres:5432`, and operators can access the DB through `docker compose exec`. Also fixes the default project-name collision where prod and UAT both inherited the `docker` project name from `deploy/docker`.",P1,DONE,"GRX-INFRA-002 (DONE), GRX-INFRA-004 (DONE)",Codex,"`deploy/docker/compose.prod.yaml`, `deploy/docker/compose.uat.yaml`, `deploy/scripts/{deploy_prod.sh,deploy_uat.sh,backup_db.sh}`, `docs/11-devops/OVH_VPS_DEPLOYMENT.md`, `.agents/skills/growixa-infra/SKILL.md`","Production Postgres no longer binds host port `5432`; prod and UAT deploy/backup commands use stable Compose project names; existing Docker volumes remain attached via explicit volume names; deploy scripts fail fast if legacy `docker` project containers still exist, before starting renamed stacks; runbook documents internal-only production DB access and `5432` collision triage.",`bash -n` for deploy and backup scripts; render prod and UAT compose configs with fake secrets; assert rendered prod config has no Postgres host publish and preserves the existing prod volume name.,—,2026-08-18,2026-08-18,"Merged via PR #9 (`7c5a605`), reviewed commit `a63084e`. Independently reviewed and approved — `pr_reviews/feature-BACKEND-fix-prod-compose-port-collision.md`. Row was left at `IN_REVIEW` after merge; corrected here."
GRX-SEC-002,Security,"Triage the 7 Dependabot alerts on `main` (6 high, 1 moderate)","GitHub reports 7 vulnerabilities on the default branch, surfaced only in the push banner. None of the checks the review process runs — `ruff`, `mypy`, `pytest`, `eslint`, `tsc`, `prettier` — inspect dependency CVEs, so these are invisible to every gate and to every reviewer. For a platform storing customer contact data and encrypted provider credentials, 6 high-severity alerts warrant triage into real exposure versus transitive dev-only noise.",P1,DONE,—,Google Antigravity,"`apps/web/package.json`, `apps/web/package-lock.json`, `.github/workflows/ci.yml`, `docs/08-security/DEPENDABOT_TRIAGE.md`","Each alert triaged as exploitable-in-our-usage or not, with a recorded reason; exploitable ones patched or pinned. Consider adding a dependency-audit step to `ci.yml` so this stops being invisible.","`npm audit` / `pip-audit` clean (0 vulnerabilities) + CI dependency audit steps for backend, worker, frontend.",c84b61d,2026-08-18,2026-08-18,Handed off in `pr_reviews/feature-BACKEND-GRX-SEC-002.md`. All 7 Dependabot alerts triaged in `docs/08-security/DEPENDABOT_TRIAGE.md` and patched via package overrides. CI audit steps added to `ci.yml`.
GRX-CHORE-001,Maintenance,Add `.claude-flow/` to `.gitignore`,"Claude-Flow writes daemon and session state into `.claude-flow/`, which is not ignored. This caused commit `a2fa527` — 181 lines of `daemon-state.json` and a session file force-pushed to a shared branch, which also destroyed a review record in the process. Any agent running Claude-Flow in this repo will keep re-committing it. One line prevents the repeat.",P3,DONE,—,—,`.gitignore`,`.claude-flow/` is ignored; `git check-ignore -v .claude-flow/` matches.,`git status` stays clean while Claude-Flow is running.,—,2026-08-17,2026-08-17,Merged in `b11cbb2`. `.claude-flow/` added to `.gitignore`; verified with `git check-ignore -v .claude-flow/` → matches at `.gitignore:62`.
GRX-INFRA-001,DevOps,OVH VPS Production Deployment Guide & Automation Scripts,"Production-grade deployment runbook, firewall rules, Docker Compose setup, Caddy auto-SSL configuration, database backup automation with retention pruning, and 1-click update script for OVHcloud VPS (149.56.101.2)",P1,DONE,—,Google Antigravity,"`docs/11-devops/OVH_VPS_DEPLOYMENT.md`, `scripts/backup_db.sh`, `scripts/deploy_vps.sh`","Production runbook covers DNS, UFW firewall, Docker Compose, Caddy auto-SSL, migrations, backup cron, and deploy script; scripts verified with bash syntax check",`bash -n scripts/backup_db.sh && bash -n scripts/deploy_vps.sh`,79e7b8c,2026-08-17,2026-08-17,Handed off in `pr_reviews/feature-BACKEND-GRX-INFRA-001.md`
GRX-INFRA-002,DevOps,"Unified Multi-Environment CI/CD (GitHub Actions, GHCR, Production & UAT on OVH VPS)","Automated GitHub Actions CI/CD workflows for tag-based releases (v*.*.* -> Production, v*-rc* -> UAT), GHCR Docker registry publishing, modular deploy/docker/{compose.prod.yaml,compose.uat.yaml,compose.local.yaml} setup, deploy scripts, and Caddy dual-domain SSL routing on OVH VPS.",P1,DONE,GRX-INFRA-001 (DONE),Google Antigravity,"`deploy/docker/`, `deploy/scripts/`, `.github/workflows/{deploy-production.yml,deploy-uat.yml}`, `docs/11-devops/`",Production & UAT CI/CD workflows; modular compose architecture; zero-downtime rolling updates; isolated UAT environment on VPS,Workflow syntax checks + VPS deployment verification,a12c8c1,2026-08-17,2026-08-17,Handed off in `pr_reviews/feature-BACKEND-GRX-INFRA-002.md`
GRX-DOCS-001,Documentation,Customer Help Center (`/docs`) & In-App Contextual Help (`/dashboard`),"Complete documentation and in-app assistance system for Growixa. Includes public & customer documentation hub at `/docs` with instant search, 6 categorized guide suites (Getting Started, Contacts & Segments, Campaigns & Delivery, AI Studio, SMTP & Integrations, Billing), rich markdown reader with step badges, callout alerts, code copy, and Table of Contents (TOC). In-app contextual help includes inline `<HelpTooltip />` components across forms/tables and a slide-over `<HelpDrawer />` in the dashboard shell for inline searching and guide reading without losing context.",P2,DONE,—,Google Antigravity,"`apps/web/src/app/(marketing)/docs/`, `apps/web/src/components/docs/`, `apps/web/src/components/help/`, `apps/web/src/lib/docs/`",Searchable docs hub at `/docs` and `/docs/[category]/[slug]`; in-app slide-over HelpDrawer in dashboard; inline HelpTooltip; search unit tests; component tests,Unit + component tests in `src/lib/docs/search.test.ts` & `src/app/(marketing)/docs/docs.test.tsx`,—,—,2026-08-17,Merged to `main` as `89624bd`. Customer Help Center (`/docs`) & In-App Contextual Help. Independently reviewed (Round 2 APPROVED) with product-owner sign-off; handoff at `pr_reviews/feature-FRONTEND-GRX-DOCS-001.md`.
GRX-QA-001,Quality,Sweep the `GRX-AI-STUDIO-001` diff for placeholder UI presented as real,"Filed 2026-08-17 after a **second** fabricated UI element was found from the same merge. Two confirmed instances so far, both found by someone happening to look rather than by any process: (1) fabricated AI quality scores, (2) the notification bell — a hardcoded `3` badge whose click handler routes to `/dashboard/ai` (`GRX-BUG-001`). Neither was tracked. **The point of this task is to establish whether those two were unlucky or representative** — you only find what you happen to look at. Scope is the full diff of merge `2b6888f` (`GRX-AI-STUDIO-001`, which introduced `a05c72c`). Look for the three shapes both known instances share: a displayed number or status with no state or API behind it; an interactive element wired to the wrong destination or to nothing; and UI implying a backend capability that does not exist. A related smell already found in passing: `.notificationButton`/`.notificationBadge` exist in **both** `topbar.module.css` and `ai/history-page.module.css`, so check that diff for duplicated-by-copy-paste styles and components generally. This is an investigation, not a redesign — findings get fixed only if trivial, otherwise filed as their own rows. Governing rule: [`DEFINITION_OF_DONE.md §No placeholder completion`](DEFINITION_OF_DONE.md#no-placeholder-completion), which names ""Hardcoded or fake results"" and ""Buttons or forms without a working implementation"" explicitly.",P1,DONE,—,coding agent,`git diff` of merge `2b6888f`; primarily `apps/web/src/app/(dashboard)/dashboard/`,"Every displayed value in that diff is traced to a real data source or reported; every interactive element is traced to a working handler or reported; findings are listed with file and line, each either fixed inline (trivial only) or filed as its own tracker row. A clean result is a valid and useful outcome — record it as such rather than manufacturing findings.",No new tests required for the sweep itself; any fix arising from it carries its own regression test,—,2026-08-20,2026-08-20,"Merged as `bc71d3f`, reviewed commit `0193f39`. Independently reviewed and approved — `pr_reviews/feature-FRONTEND-GRX-QA-001.md`. Row was left at `IN_REVIEW` after merge; corrected here. Answer: **representative, not unlucky** — the two known instances were 2 of 7 total. Swept all 11 changed files. 2 trivial findings fixed inline (dead `.notificationButton`/`.notificationBadge` CSS in `history-page.module.css`; dead `QualityMetrics` type + its stale test fixture) — see commit `45977e2`. 3 non-trivial findings filed as `GRX-BUG-002`/`003`/`004` (fake Brand Voice drawer content, fake-personalized/non-functional-refresh Suggested-for-you section, generated variations silently capped at 3 of up to 7 plus a hardcoded ""Just now"" timestamp). `page-header.tsx`, `layout.tsx`, `dashboard-shell.tsx` (beyond the already-tracked bell), and both remaining CSS files came back clean — every value traced to real state/props, no dead code, no fake interactivity."
GRX-BUG-001,Quality,Remove the non-functional notification bell from the dashboard topbar,"The topbar bell (`apps/web/src/app/(dashboard)/dashboard/dashboard-shell.tsx`, ~lines 236-245) is placeholder UI shipped as real, and is verified as such: the badge is a hardcoded literal `3` bound to no state or API, and `onClick` calls `router.push(""/dashboard/ai"")` — it navigates to the AI Assistant page rather than showing notifications. There is no in-app notification backend; the `apps/api/src/growixa_api/notifications/` module is the platform **email provider config and transactional-send** system, unrelated to user-facing alerts. **Remove it rather than making the click inert**: a permanent ""3"" that never changes is a standing false claim to every user, and disabling the click would remove the only symptom that leads anyone to discover it. Also remove the now-dead `.notificationButton`/`.notificationBadge` rules from `topbar.module.css`, and check whether the duplicate copies in `ai/history-page.module.css` are dead too. **Do not build notifications here** — that is `GRX-FEAT-024` (Notifications), already an MVP catalog entry at `NOT_STARTED`; the bell returns when that is genuinely built. Note `FEATURE_STATUS_MATRIX.md` already records that the toast component does not satisfy `GRX-FEAT-024`; this is the same distinction.",P2,DONE,—,Claude Code,"`apps/web/src/app/(dashboard)/dashboard/dashboard-shell.tsx`, `topbar.module.css`, possibly `ai/history-page.module.css`",The bell and its badge are gone from the topbar; no orphaned CSS rules remain for it; no other component references the removed classes; `GRX-FEAT-024` is left `NOT_STARTED` and untouched,"Existing frontend suite passes (no current test references the bell, so none needs updating); add none unless removal exposes a gap",—,2026-08-26,2026-08-26,"Merged via PR #21 (`acfbc26`, branch `feature/FRONTEND/GRX-BUG-001`, reviewed commit `6e72379`). Removed the bell button and its `router.push(""/dashboard/ai"")` handler from `dashboard-shell.tsx`, and the `.notificationButton`/`.notificationBadge` rules from `topbar.module.css`; `ai/history-page.module.css` duplicates were already removed under `GRX-QA-001`. `tsc --noEmit`, `eslint`, `prettier --check` clean; full web suite 293/293 passing. Independently reviewed and `APPROVED` (`pr_reviews/feature-FRONTEND-GRX-BUG-001.md`); product-owner sign-off recorded in the same file per `AGENTS.md` §4.5."
GRX-BUG-002,Quality,"AI Studio ""Active Brand Voice"" drawer shows static generic text, not the account's real brand profile","Found by `GRX-QA-001`. `apps/web/.../dashboard/ai/history-page.tsx` lines ~880-911: every field in the drawer except ""Brand Name"" is a hardcoded literal, identical for every account — ""Core Tone & Personality"" (""Confident, modern, helpful...""), ""Target Audience"" (""SMB Marketers, Founders...""), ""Guardrails & Avoid List"", and ""CTA Style"" never change regardless of what the account actually has configured. The drawer's own title (""Active Brand Voice"") and trigger tooltip (""view active Brand Voice parameters"") both claim this reflects the account's real setting. **A real backend capability already exists and is unused here**: `GET /brand/profile` (`apps/api/src/growixa_api/brand/api.py`) returns a real `BrandProfileOut` (`brand_voice: str`, `forbidden_claims: list`, `required_facts: list`) — the same data `ai/services.py` already injects server-side into every real generation. The drawer's four-field layout doesn't map 1:1 to this schema, so this is a real display redesign, not a one-line fetch-and-bind; not fixed inline. The ""Edit Brand Profile in Settings"" link at the bottom already correctly points at `/dashboard/company-settings`, where the real data presumably is editable — only the drawer's own read view is fake.",P2,DONE,—,coding agent,"`apps/web/src/app/(dashboard)/dashboard/ai/history-page.tsx` (drawer JSX + a `GET /brand/profile` fetch), possibly a shared brand-profile hook if `company-settings` already has one worth reusing","The drawer displays the account's real `brand_voice`/`forbidden_claims`/`required_facts` (or a real empty-state if none is configured yet), never the current static text; the ""Brand Name"" field (already real, unaffected) keeps working","Component test asserting the drawer renders fetched brand-profile data, and a real empty-state when `GET /brand/profile` returns null",—,2026-08-20,2026-08-20,"Merged via `57942f1` (branch `feature/FRONTEND/GRX-BUG-002-004`), reviewed by Google Antigravity, approved in `pr_reviews/feature-FRONTEND-GRX-BUG-002-004.md`. Row was left at `IN_REVIEW` after merge; corrected here."
GRX-BUG-003,Quality,"AI Studio ""Suggested for you"" section is 4 static, identical-for-everyone cards falsely labeled as personalized","Found by `GRX-QA-001`. `history-page.tsx` lines 48-103 (`DEFAULT_SUGGESTIONS`) and 614-665: four hardcoded suggestion cards, same for every account, reference canned campaign/audience names (""Summer Sale 2025"", ""Inactive Customers"") that usually won't match the account's real campaigns/segments — `handleSelectSuggestion`'s `campaigns.find((c) => c.name === sug.campaign)` then silently no-ops when there's no name match, so clicking a suggestion frequently fails to actually set the campaign/audience context it displays. The section header claims ""Smart suggestions based on your activity"" — there is no activity-based logic anywhere; it's a static array. Compounding it, the ""🔄 Refresh"" button (line 623-629) calls only `showToast(""info"", ""Refreshed AI suggestions"")` — no data changes, ever; the button's only effect is a fake confirmation message.",P2,DONE,—,coding agent,"`apps/web/src/app/(dashboard)/dashboard/ai/history-page.tsx` (`DEFAULT_SUGGESTIONS`, the ""Suggested for you"" section, `handleSelectSuggestion`, the refresh button)","Either the section is genuinely driven by the account's real campaigns/segments/recent activity (refresh does something real), or the copy is changed to stop claiming personalization it doesn't have (""Quick starters"" or similar) and the refresh button is removed; suggestion clicks always resolve to a real campaign/segment when one is selected, never silently no-op",Component test covering suggestion-click campaign/audience resolution against real (not name-matched-by-luck) IDs,—,2026-08-20,2026-08-20,"Merged via `57942f1` (branch `feature/FRONTEND/GRX-BUG-002-004`), reviewed by Google Antigravity, approved in `pr_reviews/feature-FRONTEND-GRX-BUG-002-004.md`. Row was left at `IN_REVIEW` after merge; corrected here."
GRX-BUG-004,Quality,"AI Studio only ever displays 3 of up to 7 generated variations, with no indication the rest exist","Found by `GRX-QA-001`. `history-page.tsx` line 776, `visibleGenerations.slice(0, 3)`: the variations-count control (line 576) lets a user pick 1/3/5/7, `handleGenerate` genuinely requests and bills for that many (line 243, `Math.max(1, variationsCount)`), and all successful results are added to state (line 271) — but the render always caps display at 3, with no ""show more"", pagination, or count indicator. A user who picks 7 is charged for 7 (footer literally says ""AI Credits: 7"") and shown 3, with the other 4 silently present in state but never rendered or mentioned. Separately, `groupTime` (line 771) is a hardcoded `""Just now""` label applied to the whole group regardless of the generations' real `created_at` — including generations loaded from history on page load (line 172, `GET /ai/generations`), which may be genuinely old.",P2,DONE,—,coding agent,"`apps/web/src/app/(dashboard)/dashboard/ai/history-page.tsx` (the variations grid render, `groupTime` label)","Every successfully generated variation the user was charged for is visible or explicitly reachable (not silently capped at 3); the group/item timestamp reflects the generation's real `created_at`, not a constant string","Component test asserting a 7-variation generation renders (or is reachably visible for) all 7, and that timestamp text derives from `created_at`",—,2026-08-20,2026-08-20,"Merged via `57942f1` (branch `feature/FRONTEND/GRX-BUG-002-004`), reviewed by Google Antigravity, approved in `pr_reviews/feature-FRONTEND-GRX-BUG-002-004.md`. Row was left at `IN_REVIEW` after merge; corrected here."
